"mmsi","basedatetime","lat","lon","sog","cog","heading","vesselname","imo","callsign","vesseltype","status","length","width","draft","cargo","transceiverclass"
8,"2020-01-26 17:33:13",47.55062,-122.64401,0.9,54.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-22 22:25:44",20.19299,-158.15273,6.8,194.8,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
0,"2020-01-21 11:07:42",48.65219,-123.44906,0,178.6,75,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-21 11:08:51",48.65219,-123.44906,0,335.6,74,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
12,"2020-01-09 08:12:37",29.54302,-90.12956,0.2,268.3,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-28 13:41:11",47.55397,-122.65435,0,260.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-21 11:14:00",48.65219,-123.44906,0,153.1,75,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-22 22:27:13",20.19038,-158.15356,6.8,196.5,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
0,"2020-01-22 22:28:14",20.18861,-158.15411,6.9,194.6,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
12,"2020-01-09 06:33:43",29.54303,-90.12955,0.1,287,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-11 03:25:46",29.55864,-90.13395,0,280.8,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-21 11:15:11",48.65219,-123.44906,0,282,75,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
12,"2020-01-13 03:05:19",29.54185,-90.12957,0.2,153.7,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-28 13:42:39",47.55397,-122.65434,0.1,260.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 13:42:50",18.44143,-67.77277,18.8,84.6,76,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-28 13:43:50",47.55396,-122.65434,0.1,260.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-21 11:16:31",48.65219,-123.44906,0,146.8,74,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-21 11:17:42",48.65219,-123.44906,0,211.4,74,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
12,"2020-01-09 06:36:37",29.54303,-90.12954,0.2,121,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-26 17:34:27",19.26001,-157.13808,5.6,136,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
8,"2020-01-26 17:34:33",47.55084,-122.64373,0.6,28.8,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-26 17:35:28",19.25881,-157.137,2.7,145.5,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
12,"2020-01-09 07:51:36",29.54304,-90.12947,0.1,96.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-21 11:18:50",48.65219,-123.44906,0,89.1,74,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
12,"2020-01-11 03:28:45",29.558651,-90.13397,0,274.9,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-30 12:55:20",18.45953,-66.09009,0,252,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-30 12:55:34",47.55394,-122.65436,0,270.4,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
11,"2020-01-30 12:56:08",27.29229,-90.96787,0.1,180.9,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
0,"2020-01-22 22:29:15",20.18681,-158.15471,6,199.7,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
0,"2020-01-22 22:30:16",20.18506,-158.15527,6.2,195.7,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
8,"2020-01-26 17:35:43",47.54897,-122.64378,2.6,193.5,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-26 17:36:29",19.25814,-157.13716,4.2,189.8,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
8,"2020-01-26 17:36:52",47.54892,-122.64403,0.6,350.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-30 12:57:55",47.55395,-122.65432,0,269.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-30 12:58:19",18.45953,-66.09009,0.1,242.2,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
0,"2020-01-26 17:39:09",19.25653,-157.1368,1.2,128.5,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
12,"2020-01-09 07:12:38",29.54302,-90.12946,0.1,79.8,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-28 13:45:00",47.55396,-122.65433,0,260.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 13:45:59",18.443,-67.75533,19.2,86,75,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-28 13:46:10",47.55396,-122.65433,0,260.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-16 21:32:20",29.54311,-90.13012,0.1,305.1,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
11,"2020-01-25 23:23:36",27.29227,-90.96778,0.1,330.4,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
12,"2020-01-15 00:26:19",29.54092,-90.12947,0.2,72.1,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-13 03:08:20",29.54185,-90.12955,0.3,239.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-28 13:47:20",47.55396,-122.65434,0.1,260.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-16 21:35:18",29.54305,-90.13014,0.2,10.8,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-09 06:42:41",29.54304,-90.12951,0.2,107,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
11,"2020-01-25 23:26:37",27.29229,-90.96777,0,307.8,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
0,"2020-01-22 22:33:20",20.17969,-158.15698,6.8,197.8,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
0,"2020-01-21 11:20:20",48.65219,-123.44906,0,341.2,75,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-26 17:40:23",47.5496,-122.64368,0.7,35,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-30 12:59:04",47.55397,-122.65433,0,266.4,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-30 13:00:04",47.55398,-122.65436,0,266.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-22 22:35:50",20.17519,-158.15845,6.6,195.3,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
0,"2020-01-21 11:22:00",48.65219,-123.44906,0,335.6,75,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-21 11:23:11",48.65219,-123.44906,0,157.8,75,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-28 13:48:31",47.55398,-122.65434,0,260.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 13:49:41",18.44467,-67.73483,19.4,88,77,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-28 13:49:41",47.55396,-122.65432,0,260.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 17:41:42",47.54981,-122.64349,0.5,29.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-26 17:42:51",19.25648,-157.13608,0.8,34.1,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
12,"2020-01-09 06:45:38",29.54305,-90.12956,0.2,286.1,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-22 22:36:51",20.17339,-158.15897,6.9,196.1,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
0,"2020-01-22 22:37:52",20.17156,-158.15958,7,200.9,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
11,"2020-01-11 03:32:46",27.29231,-90.96798,0.7,220.2,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
0,"2020-01-28 13:50:49",18.44517,-67.72867,19,87,77,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-28 13:50:51",47.55396,-122.65431,0.1,260.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 13:51:59",18.4455,-67.72233,19.5,85,77,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-28 13:52:00",47.55397,-122.65433,0.1,332.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-30 13:01:15",47.55397,-122.65434,0,264.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-30 13:01:19",18.45953,-66.09009,0,185,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
12,"2020-01-09 07:57:37",29.54301,-90.12953,0.1,134.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-26 17:44:42",47.55028,-122.64311,0.6,39.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-21 11:24:20",48.65219,-123.44906,0,205,75,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
12,"2020-01-09 09:00:42",29.543,-90.12957,0.1,262.2,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-13 03:11:18",29.54183,-90.12954,0.3,125.2,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-21 11:25:51",48.65219,-123.44906,0,289.2,75,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-26 17:46:42",47.55058,-122.64284,0.8,2.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-26 17:46:52",19.2557,-157.13477,2.4,91,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
12,"2020-01-11 03:34:45",29.55863,-90.13398,0,275.2,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-11 03:37:45",29.55861,-90.13394,0,286.7,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-22 22:39:23",20.16889,-158.16042,6.7,193.3,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
12,"2020-01-13 03:14:19",29.54183,-90.12959,0.2,274.3,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-09 08:24:42",29.54298,-90.12955,0.2,258.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-28 13:53:10",47.55398,-122.65433,0,332.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 13:53:19",18.44617,-67.71483,19,85,77,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
0,"2020-01-21 11:54:50",48.65219,-123.44907,0,238.4,76,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
12,"2020-01-16 21:38:18",29.54306,-90.13013,0.2,182.9,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-26 17:47:43",47.55074,-122.64271,0.6,39.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-30 13:02:24",47.55396,-122.65434,0,265.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-09 07:18:36",29.54299,-90.1295,0,68.5,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-13 03:20:18",29.54184,-90.12959,0.2,285,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-22 22:40:24",20.16716,-158.16084,6,193.5,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
0,"2020-01-22 22:41:25",20.16554,-158.16121,5.9,188.5,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
12,"2020-01-09 08:00:36",29.54298,-90.12955,0.2,253.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-21 11:58:31",48.65219,-123.44907,0,2.5,75,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-28 13:54:19",47.55399,-122.65434,0,332.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-28 13:55:30",47.55396,-122.65434,0,332.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-28 13:56:39",47.55394,-122.65429,0,332.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-30 13:03:36",47.55398,-122.65436,0,266.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-30 13:04:20",18.45954,-66.09009,0,12,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
0,"2020-01-21 11:28:00",48.65219,-123.44906,0,357.2,75,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-26 17:49:43",47.55108,-122.64245,0.7,29.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-26 17:50:17",19.25636,-157.13364,1,82.2,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
0,"2020-01-21 11:29:11",48.65219,-123.44906,0,179,76,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-21 11:30:31",48.65219,-123.44906,0,99.2,76,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
9,"2020-01-09 07:20:14",47.55385,-122.65414,0,282.3,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
0,"2020-01-22 22:42:27",20.1639,-158.16148,6.3,186.2,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
0,"2020-01-22 22:43:33",20.16215,-158.16183,5.7,194.8,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
11,"2020-01-25 23:29:37",27.29229,-90.96773,0,323.1,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
0,"2020-01-26 17:51:50",19.25641,-157.13333,2,341.3,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
8,"2020-01-26 17:52:43",47.55086,-122.64139,1,26.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-21 11:33:11",48.6522,-123.44907,0,346.4,75,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-28 13:57:49",47.55398,-122.65434,0,332.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-28 13:58:50",47.55399,-122.65436,0.1,332.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-22 22:44:59",20.15989,-158.16231,5.2,192.6,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
8,"2020-01-26 17:54:32",47.55134,-122.6408,1.1,53.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-30 13:05:04",47.55396,-122.65431,0,266,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-22 22:46:00",20.15829,-158.16261,6,191.7,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
0,"2020-01-22 22:47:01",20.15665,-158.16289,5.7,187.4,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
11,"2020-01-09 07:21:14",27.2923,-90.96794,0,346,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
9,"2020-01-09 07:22:04",47.55381,-122.65419,0,264.3,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
9,"2020-01-09 07:24:34",47.55394,-122.65413,0,257.6,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
8,"2020-01-30 13:06:15",47.55395,-122.65432,0,266.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-30 13:07:19",18.45953,-66.09009,0.1,127.7,267,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
12,"2020-01-15 00:35:18",29.54092,-90.12959,0.2,281.8,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-22 22:48:02",20.15501,-158.16325,5.7,194.6,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
0,"2020-01-22 22:49:03",20.15337,-158.16353,5.9,191.8,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
12,"2020-01-11 03:49:47",29.55863,-90.13393,0,305.3,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-21 11:59:41",48.6522,-123.44907,0,243.8,75,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-21 12:00:01",48.6522,-123.44907,0,72,76,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
12,"2020-01-09 07:24:37",29.543,-90.12954,0.1,266.1,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-21 11:36:00",48.6522,-123.44906,0,3.2,76,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-26 17:55:21",19.2567,-157.13275,0.8,73.9,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
0,"2020-01-28 13:59:19",18.44983,-67.682,18.8,82,73,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
0,"2020-01-28 13:59:59",18.45033,-67.67833,19.1,83,72,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-28 14:00:00",47.55398,-122.65434,0,332.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-09 08:30:37",29.54299,-90.12948,0.1,104.2,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
11,"2020-01-09 07:27:13",27.29229,-90.96793,0.3,37.1,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
12,"2020-01-09 07:27:36",29.543,-90.12953,0.1,116.5,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-21 11:38:00",48.6522,-123.44906,0,136.4,76,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-30 13:07:24",47.55395,-122.65431,0,265.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-30 13:08:36",47.55396,-122.65429,0,277.8,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-13 03:26:19",29.54183,-90.12957,0.2,281.3,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-09 08:03:38",29.54301,-90.12954,0.2,127,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-15 00:38:19",29.54089,-90.12955,0.1,114.8,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-09 09:06:36",29.54297,-90.12953,0.1,257.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-28 14:01:09",47.55397,-122.65433,0.1,328.8,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 14:01:30",18.45136,-67.67005,19.4,82.5,73,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
0,"2020-01-22 22:50:32",20.15094,-158.16399,5.8,193.1,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
0,"2020-01-22 22:51:33",20.1493,-158.16434,5.8,190.5,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
0,"2020-01-21 12:01:02",48.6522,-123.44907,0,144.5,76,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-30 13:09:46",47.55397,-122.65432,0,290.5,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-30 13:10:20",18.45954,-66.09009,0,146.5,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
0,"2020-01-26 17:58:23",19.25719,-157.13292,1.2,328.5,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
0,"2020-01-22 22:52:35",20.14759,-158.16461,6,193,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
0,"2020-01-22 22:53:36",20.14597,-158.1649,6,187.3,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
12,"2020-01-11 03:52:45",29.55864,-90.13394,0,302.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-28 14:02:19",47.55396,-122.65432,0.1,337.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-21 11:40:50",48.65219,-123.44906,0,215.7,76,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-28 14:03:30",47.55396,-122.65433,0.1,336.8,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 14:03:39",18.4528,-67.65817,19.2,83.6,72,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-28 14:04:39",47.55397,-122.65433,0,336.8,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
11,"2020-01-15 00:39:08",27.29228,-90.96781,0.1,235.7,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
0,"2020-01-22 22:54:37",20.14433,-158.1652,5.9,197.4,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
0,"2020-01-22 22:55:43",20.14257,-158.16554,5.9,189.8,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
0,"2020-01-22 22:57:09",20.14029,-158.1659,5.7,192.1,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
0,"2020-01-21 12:02:11",48.6522,-123.44906,0,70.9,76,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
12,"2020-01-09 08:06:36",29.54298,-90.12954,0.2,255.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-21 12:03:21",48.6522,-123.44906,0,351.4,76,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-21 12:04:31",48.6522,-123.44906,0,82,76,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-26 17:59:22",47.54935,-122.64544,5.7,246.4,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 18:00:01",47.54928,-122.64602,1,291.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-15 00:41:19",29.54091,-90.12952,0.1,217.2,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-26 18:00:37",19.25712,-157.1324,0.9,89.5,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
8,"2020-01-26 18:01:07",47.54942,-122.64612,0.4,1.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
11,"2020-01-25 23:35:38",27.29226,-90.96778,0,348,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
12,"2020-01-16 21:47:19",29.54306,-90.13016,0.2,189.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-21 12:05:40",48.6522,-123.44906,0,80,76,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-21 12:06:51",48.65221,-123.44906,0,193.5,75,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-30 13:11:05",47.55397,-122.65429,0,40,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-09 08:09:36",29.543,-90.12952,0.2,106.2,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-22 22:58:10",20.13867,-158.16626,5.8,185.6,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
8,"2020-01-30 13:12:55",47.55396,-122.65432,0.1,40,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-30 13:13:19",18.4595,-66.09017,0,249,267,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
12,"2020-01-13 03:32:20",29.54185,-90.12959,0,220.5,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-21 11:42:50",48.65219,-123.44906,0,177.3,76,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
12,"2020-01-09 09:39:36",29.54298,-90.12951,0,109.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-21 11:45:50",48.65219,-123.44906,0,285.7,75,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
